секция,типы преступлений,индикатор,общий индикатор,название объекта,object_level,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Курская область,регион,7664.0,8032.0,7907.0,7780.0,8093.0,7254.0,6900.0,6618.0,6303.0,6089.0,5939.0,5921.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Ленинградская область,регион,9848.0,9283.0,9272.0,9308.0,9996.0,8951.0,8428.0,8975.0,8070.0,7928.0,7701.0,8379.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Липецкая область,регион,6605.0,6949.0,7307.0,6996.0,7691.0,7068.0,7316.0,6560.0,6225.0,6236.0,6427.0,6004.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Магаданская область,регион,1847.0,1812.0,1801.0,1719.0,1969.0,1904.0,1717.0,1439.0,1555.0,1320.0,1238.0,1201.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Московская область,регион,44387.0,42379.0,39455.0,38410.0,41981.0,40044.0,39426.0,39595.0,38527.0,39505.0,38967.0,37064.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Мурманская область,регион,7668.0,6997.0,6712.0,6867.0,6998.0,6832.0,6258.0,5667.0,5428.0,4731.0,4608.0,4538.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Ненецкий автономный округ,регион,465.0,430.0,460.0,413.0,404.0,479.0,445.0,527.0,448.0,414.0,376.0,381.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Нижегородская область,регион,20405.0,20454.0,18640.0,17745.0,19831.0,18357.0,16400.0,16636.0,16924.0,16136.0,16047.0,15251.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Новгородская область,регион,5267.0,5883.0,6010.0,5574.0,5773.0,5441.0,4904.0,4857.0,4179.0,4150.0,4099.0,3808.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Новосибирская область,регион,23106.0,21416.0,20207.0,19546.0,20902.0,19672.0,18259.0,17543.0,15979.0,13833.0,14125.0,14151.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Омская область,регион,16341.0,15620.0,15729.0,15326.0,15790.0,14753.0,14518.0,14358.0,12920.0,11416.0,11014.0,10188.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Оренбургская область,регион,17016.0,15860.0,15035.0,14671.0,16208.0,15190.0,15254.0,14165.0,13757.0,13180.0,13176.0,11814.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Орловская область,регион,5737.0,5431.0,5168.0,4886.0,5198.0,4250.0,4107.0,3775.0,3622.0,3422.0,3180.0,3190.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Пензенская область,регион,8064.0,8226.0,8014.0,7866.0,8547.0,8091.0,7510.0,7441.0,7430.0,7311.0,7257.0,6917.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Пермский край,регион,26971.0,26583.0,26134.0,24554.0,25990.0,25483.0,22739.0,20401.0,19433.0,17532.0,16460.0,14908.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Приволжский федеральный округ,федеральный округ,214804.0,207259.0,201833.0,195347.0,207848.0,202510.0,190104.0,182407.0,172481.0,162648.0,160320.0,153547.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Приморский край,регион,16764.0,16235.0,18413.0,19026.0,19655.0,18041.0,16957.0,15830.0,14325.0,13704.0,13940.0,13347.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Псковская область,регион,4884.0,4741.0,4669.0,4357.0,4623.0,4535.0,4323.0,4228.0,4310.0,4309.0,3911.0,3746.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Республика Адыгея,регион,2541.0,2527.0,2553.0,2488.0,2875.0,2279.0,2254.0,2157.0,2278.0,2168.0,2358.0,2418.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Республика Алтай,регион,2940.0,3092.0,2871.0,2889.0,3123.0,3265.0,3210.0,3130.0,2894.0,2960.0,3195.0,3259.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Республика Башкортостан,регион,30598.0,29717.0,28548.0,27584.0,27014.0,29482.0,27913.0,26309.0,24151.0,22157.0,22104.0,21023.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Республика Бурятия,регион,12198.0,11886.0,12678.0,12633.0,14347.0,13200.0,11742.0,11636.0,10573.0,9779.0,10207.0,8457.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Республика Дагестан,регион,7683.0,8207.0,8212.0,8788.0,9329.0,9396.0,9259.0,8988.0,9286.0,9218.0,9857.0,9735.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Республика Ингушетия,регион,787.0,766.0,808.0,879.0,869.0,883.0,912.0,961.0,966.0,1024.0,1091.0,1158.0
Зарегистрированные преступления,"Выявлено лиц, совершивших преступления",Q112000002,человек,Республика Калмыкия,регион,2181.0,2223.0,2226.0,1989.0,2140.0,1976.0,1978.0,1916.0,1858.0,1788.0,1917.0,1753.0
